Interne ID;Kunden-ID;Zentrale;Name;Straße;PLZ;Ort;BL/Region;AD-Außendienst / RFE-Merchandiser;RFE - letzter Besuch;Besuchsintervall in Tagen;RFE-Level;Channel
1071;M185;DE MSH GERMANY;MediaMarkt;John-F.-Kennedy-Straße 1;55743;Idar-Oberstein;RP;Marcus Beykirch (AD), Markus Lammer (AD), Ronny Gornik (RFE);12.09.2023;42;B;Media Markt
1074;86800;DE EXPERT GERMANY;expert Oelde;In der Geist 100;59302;Oelde;NW;Peter Grosse (AD), Markus Lammer (AD), Paul Janzen (RFE);;;E - nicht besuchen;EP
1081;M166;DE MSH GERMANY;MediaMarkt;Vennstraße 40;33330;Gütersloh;NW;Peter Grosse (AD), Markus Lammer (AD), Paul Janzen (RFE);16.02.2024;21;A;Media Markt
1083;68201;DE EXPERT GERMANY;Expert Ochsenfurt;Tückelhäuser Straße 10;97199;Ochsenfurt;BY;Marco Kolibius (AD), Markus Lammer (AD), Robin Schürmann (RFE);;;E - nicht besuchen;Expert
1091;1207610;DE ELECTRONIC PARTNER GERMANY;MEDIMAX Bad Nauheim;Georg-Scheller-Straße 3-7;61231;Bad Nauheim;HE;Marcus Beykirch (AD), Markus Lammer (AD), Paul Janzen (RFE);18.09.2023;180;D;EP
1095;215916;DE ELECTRONIC PARTNER GERMANY;EURONICS XXL Mösker;Werner-von-Siemens-Straße 5;49584;Fürstenau;NI;Markus Lammer (AD), Tatjana Treppesch (AD), Frank Friedrich (RFE);;;E - nicht besuchen;Euronics
1101;84700;DE ELECTRONIC PARTNER GERMANY;MEDIMAX Bochum;Riemker Straße 13;44809;Bochum;NW;Markus Lammer (AD), Tatjana Treppesch (AD), Hakim Kouji (RFE);;;E - nicht besuchen;EP
1107;M265;DE MSH GERMANY;MediaMarkt;Pferdemarkt 1;99734;Nordhausen;TH;Marco Kolibius (AD), Markus Lammer (AD), Paul Janzen (RFE);27.02.2024;180;D;Media Markt
1109;S052;DE MSH GERMANY;SATURN;Isarstraße 1;85356;Freising;BY;Ertan Kaya (AD), Markus Lammer (AD), Robin Schürmann (RFE);12.01.2024;90;C;Saturn
1111;M095;DE MSH GERMANY;MediaMarkt;Blumentalstraße 151-155;47803;Krefeld;NW;Tim Flink (AD), Markus Lammer (AD), Hakim Kouji (RFE);16.02.2024;21;A;Media Markt
1112;32900;DE EXPERT GERMANY;expert Megaland Bad Oldesloe;Industriestraße 37;23843;Bad Oldesloe;SH;Markus Lammer (AD), Lennart Strauß (AD), Stephanie Wruck (AD), Frank Friedrich (RFE);;;E - nicht besuchen;Expert
1113;M069;DE MSH GERMANY;MediaMarkt;Peschelstraße 39;1139;Dresden;SN;Marco Kolibius (AD), Markus Lammer (AD), Benjamin Steffens (RFE);06.01.2024;21;A;Media Markt
1116;M171;DE MSH GERMANY;MediaMarkt;Siemensstraße 4;84453;Mühldorf am Inn;BY;Ertan Kaya (AD), Markus Lammer (AD), Robin Schürmann (RFE);08.01.2024;42;B;Media Markt
1119;M040;DE MSH GERMANY;MediaMarkt;Gladbecker Straße 413;45326;Essen;NW;Markus Lammer (AD), Tatjana Treppesch (AD), Hakim Kouji (RFE);23.02.2024;21;A;Media Markt
1125;M206;DE MSH GERMANY;MediaMarkt;Waginger Straße 4;83301;Traunreut;BY;Ertan Kaya (AD), Markus Lammer (AD), Robin Schürmann (RFE);22.01.2024;90;C;Media Markt
1126;M210;DE MSH GERMANY;MediaMarkt;Schloßstraße 34;12163;Berlin;BE;Markus Lammer (AD), Lennart Strauß (AD), Stephanie Wruck (AD), Benjamin Steffens (RFE);05.01.2024;42;B;Media Markt
1127;M107;DE MSH GERMANY;MediaMarkt;Gärtnerstraße 169;25469;Halstenbek;SH;Markus Lammer (AD), Lennart Strauß (AD), Stephanie Wruck (AD), Frank Friedrich (RFE);25.03.2024;21;A;Media Markt
1129;M251;DE MSH GERMANY;MediaMarkt;Europaplatz 10;46282;Dorsten;NW;Markus Lammer (AD), Tatjana Treppesch (AD), Hakim Kouji (RFE);17.07.2023;42;B;Media Markt
1130;M197;DE MSH GERMANY;MediaMarkt;Vietorstraße 7;51103;Köln;NW;Tim Flink (AD), Markus Lammer (AD), Hakim Kouji (RFE);08.02.2024;21;A;Media Markt
1131;S321;DE MSH GERMANY;Saturn;Loop 5;64331;Weiterstadt;HE;Marcus Beykirch (AD), Markus Lammer (AD), Paul Janzen (RFE);27.10.2021;;D;Saturn
1140;25200;DE EXPERT GERMANY;expert TeVi Nürnberg West;Rothenburger Straße 453;90431;Nürnberg;BY;Ertan Kaya (AD), Markus Lammer (AD), Robin Schürmann (RFE);21.12.2023;90;C;Expert
1142;M089;DE MSH GERMANY;MediaMarkt;Am Pfahlberg 7;39128;Magdeburg;ST;Markus Lammer (AD), Lennart Strauß (AD), Stephanie Wruck (AD), Benjamin Steffens (RFE);05.01.2024;42;B;Media Markt
1145;74700;DE EXPERT GERMANY;expert Octomedia Rastatt;Im Wöhr 6;76437;Rastatt;BW;Marcus Beykirch (AD), Markus Lammer (AD), Ronny Gornik (RFE);26.10.2023;42;B;Expert
1147;S323;DE MSH GERMANY;MediaMarkt;Sindorfer Straße 32;50171;Kerpen;NW;Tim Flink (AD), Markus Lammer (AD), Hakim Kouji (RFE);20.11.2023;90;C;Saturn
1148;S307;DE MSH GERMANY;SATURN;Kortumstraße 72-74;44787;Bochum;NW;Markus Lammer (AD), Tatjana Treppesch (AD), Hakim Kouji (RFE);10.01.2024;42;B;Saturn
1149;M170;DE MSH GERMANY;MediaMarkt;Schnellerstraße 21;12439;Berlin;BE;Markus Lammer (AD), Lennart Strauß (AD), Stephanie Wruck (AD), Benjamin Steffens (RFE);30.10.2023;90;C;Media Markt
1154;S059;DE MSH GERMANY;SATURN;Weender Straße 75;37073;Göttingen;NI;Peter Grosse (AD), Markus Lammer (AD), Paul Janzen (RFE);17.11.2022;90;C;Saturn
1160;1158610;DE ELECTRONIC PARTNER GERMANY;MEDIMAX Unkel;Anton-Limbach-Straße 3;53572;Unkel;RP;Tim Flink (AD), Markus Lammer (AD), Hakim Kouji (RFE);;;E - nicht besuchen;EP
1162;1160110;DE ELECTRONIC PARTNER GERMANY;MEDIMAX Strausberg;Herrenseeallee 15;15344;Strausberg;BB;Markus Lammer (AD), Lennart Strauß (AD), Stephanie Wruck (AD), Benjamin Steffens (RFE);;;E - nicht besuchen;EP
1169;M225;DE MSH GERMANY;MediaMarkt;An der Alten Werft 13;26871;Papenburg;NI;Markus Lammer (AD), Tatjana Treppesch (AD), Frank Friedrich (RFE);13.09.2023;21;A;Media Markt
1171;M112;DE MSH GERMANY;MediaMarkt;Rothenburger Straße 15;91522;Ansbach;BY;Ertan Kaya (AD), Markus Lammer (AD), Robin Schürmann (RFE);26.10.2023;180;D;Media Markt
1176;80400;DE ELECTRONIC PARTNER GERMANY;expert Soest;Senator-Schwartz-Ring 24;59494;Soest;NW;Peter Grosse (AD), Markus Lammer (AD), Paul Janzen (RFE);19.02.2024;180;D;EP
1180;83800;DE EXPERT GERMANY;Pötzsch GmbH & Co. KG;Kotschkaer Straße 9;4932;Röderland;BB;Marco Kolibius (AD), Markus Lammer (AD), Benjamin Steffens (RFE);;;E - nicht besuchen;Expert
1182;S100;DE MSH GERMANY;SATURN;An der Römervilla 3;56070;Koblenz;RP;Marcus Beykirch (AD), Markus Lammer (AD), Hakim Kouji (RFE);22.01.2024;90;C;Saturn
1183;76200;DE EXPERT GERMANY;expert Dinslaken - expert Gröblinghoff GmbH;Neutorplatz 14;46535;Dinslaken;NW;Tim Flink (AD), Markus Lammer (AD), Hakim Kouji (RFE);30.11.2023;90;C;Expert
1200;42400;DE EXPERT GERMANY;expert Rathenow;Milower Landstraße 6A;14712;Rathenow;BB;Markus Lammer (AD), Lennart Strauß (AD), Stephanie Wruck (AD), Benjamin Steffens (RFE);;;E - nicht besuchen;Expert
1202;S085;DE MSH GERMANY;SATURN;Saseler Damm 43;22395;Hamburg;HH;Markus Lammer (AD), Lennart Strauß (AD), Stephanie Wruck (AD), Frank Friedrich (RFE);22.01.2024;42;B;Saturn
1207;M200;DE MSH GERMANY;MediaMarkt;AG-Weser-Straße 3;28237;Bremen;HB;Markus Lammer (AD), Tatjana Treppesch (AD), Frank Friedrich (RFE);21.03.2024;21;A;Media Markt
1209;M150;DE MSH GERMANY;MediaMarkt;Lüneburger Schanze 17;21614;Buxtehude;NI;Markus Lammer (AD), Lennart Strauß (AD), Stephanie Wruck (AD), Frank Friedrich (RFE);20.12.2023;42;B;Media Markt
1219;83900;DE EXPERT GERMANY;Expert;Hoffmannstraße 19;32105;Bad Salzuflen;NW;Peter Grosse (AD), Markus Lammer (AD), Paul Janzen (RFE);19.01.2024;180;D;Expert
1220;1146920;DE ELECTRONIC PARTNER GERMANY;MEDIMAX Berlin-Reinickendorf;Oraniendamm 10-6;13469;Berlin;BE;Markus Lammer (AD), Lennart Strauß (AD), Stephanie Wruck (AD), Benjamin Steffens (RFE);21.08.2023;180;D;EP
1231;S015;DE MSH GERMANY;SATURN;Alleestraße 74;42853;Remscheid;NW;Tim Flink (AD), Markus Lammer (AD), Hakim Kouji (RFE);16.02.2024;90;C;Saturn
1235;1101424;DE EURONICS GERMANY;Alphatecc. Sankt Wendel;Dortmunder Straße 1;66606;Sankt Wendel;SL;Marcus Beykirch (AD), Markus Lammer (AD), Ronny Gornik (RFE);;;X - unknown;Euronics
1236;37701 / 31300;DE EXPERT GERMANY;expert Freital;Wilsdruffer Straße 33;1705;Freital;SN;Marco Kolibius (AD), Markus Lammer (AD), Benjamin Steffens (RFE);;;E - nicht besuchen;Expert
1241;M191;DE MSH GERMANY;MediaMarkt;Karl-Heinz-Kipp-Straße 23;55232;Alzey;RP;Marcus Beykirch (AD), Markus Lammer (AD), Ronny Gornik (RFE);06.11.2023;42;B;Media Markt
1243;M196;DE MSH GERMANY;MediaMarkt;Am Forum 1;35576;Wetzlar;HE;Marcus Beykirch (AD), Markus Lammer (AD), Paul Janzen (RFE);31.01.2024;90;C;Media Markt
1244;215350;DE EURONICS GERMANY;Euronics Berlet Hagen;Elseyer Straße 12-14;58119;Hagen;NW;Peter Grosse (AD), Markus Lammer (AD), Hakim Kouji (RFE);20.12.2022;42;B;Euronics
1245;215732;DE EURONICS GERMANY;EURONICS XXL Soltau;Am Hornberg 2;29614;Soltau;NI;Markus Lammer (AD), Lennart Strauß (AD), Stephanie Wruck (AD), Frank Friedrich (RFE);;;E - nicht besuchen;Euronics
1247;S084;DE MSH GERMANY;SATURN;Merkurstraße 62-64;67663;Kaiserslautern;RP;Marcus Beykirch (AD), Markus Lammer (AD), Ronny Gornik (RFE);19.12.2023;90;C;Saturn
1250;24900;DE EXPERT GERMANY;expert Reng;Schäfflerstraße 10;93309;Kelheim;BY;Markus Lammer (AD), Robin Schürmann (RFE);;;E - nicht besuchen;Expert
1251;S081;DE MSH GERMANY;SATURN;Bürgermeister-Smidt-Straße 10;27568;Bremerhaven;HB;Markus Lammer (AD), Tatjana Treppesch (AD), Frank Friedrich (RFE);13.04.2021;;B;Saturn
1252;25500;DE EXPERT GERMANY;Expert;Hans-Krämer-Straße 24;94469;Deggendorf;BY;Ertan Kaya (AD), Markus Lammer (AD), Robin Schürmann (RFE);30.01.2024;180;D;Expert
1254;88800;DE EXPERT GERMANY;expert Zentrale;Bayernstraße 4;30855;Langenhagen;NI;Peter Grosse (AD), Markus Lammer (AD), Frank Friedrich (RFE);;;E - nicht besuchen;Expert
1260;M179;DE MSH GERMANY;MediaMarkt;Schloßplatz 5;31582;Nienburg (Weser);NI;Peter Grosse (AD), Markus Lammer (AD), Frank Friedrich (RFE);02.08.2023;180;D;Media Markt
1265;M203;DE MSH GERMANY;MediaMarkt;Ettlinger-Tor-Platz 1;76133;Karlsruhe;BW;Marcus Beykirch (AD), Markus Lammer (AD), Ronny Gornik (RFE);15.08.2023;90;C;Media Markt
1268;38900;DE EXPERT GERMANY;expert Bening Lemgo;Bismarckstraße 5;32657;Lemgo;NW;Peter Grosse (AD), Markus Lammer (AD), Paul Janzen (RFE);;;E - nicht besuchen;Expert
1269;34700;DE EXPERT GERMANY;Expert;Moosangerweg 12;87629;Füssen;BY;Ertan Kaya (AD), Markus Lammer (AD), Robin Schürmann (RFE);;;E - nicht besuchen;Expert
1270;32600;DE EXPERT GERMANY;Expert;Christian-Hülsmeyer-Straße 2;27472;Cuxhaven;NI;Markus Lammer (AD), Tatjana Treppesch (AD), Frank Friedrich (RFE);;;D;Expert
1271;M059;DE MSH GERMANY;MediaMarkt;Franzstraße 6;52064;Aachen;NW;Tim Flink (AD), Markus Lammer (AD), Hakim Kouji (RFE);08.11.2023;42;B;Media Markt
1281;M176;DE MSH GERMANY;MediaMarkt;Artur-Proeller-Straße 11;86609;Donauwörth;BY;Ertan Kaya (AD), Markus Lammer (AD), Robin Schürmann (RFE);21.11.2023;180;D;Media Markt
1283;M160;DE MSH GERMANY;MediaMarkt;Im Götzmann 8;77933;Lahr/Schwarzwald;BW;Ertan Kaya (AD), Markus Lammer (AD), Ronny Gornik (RFE);12.12.2023;42;B;Media Markt
1286;M299;DE MSH GERMANY;MediaMarkt;Edisonstraße 5;74076;Heilbronn;BW;Ertan Kaya (AD), Markus Lammer (AD), Ronny Gornik (RFE);31.10.2023;21;A;Media Markt
1287;37000;DE EXPERT GERMANY;expert Nordhorn GmbH;Bentheimer Straße 118b;48529;Nordhorn;NI;Markus Lammer (AD), Tatjana Treppesch (AD), Frank Friedrich (RFE);12.09.2023;90;C;Expert
1294;S043;DE MSH GERMANY;MediaMarkt;Opelstraße 3-5;30916;Isernhagen;NI;Peter Grosse (AD), Markus Lammer (AD), Frank Friedrich (RFE);05.09.2023;42;B;Saturn
1295;33000;DE EXPERT GERMANY;expert Bening Stade;Hansestraße 37;21682;Stade;NI;Markus Lammer (AD), Lennart Strauß (AD), Stephanie Wruck (AD), Frank Friedrich (RFE);;;E - nicht besuchen;Expert
1299;99993;DE EXPERT GERMANY;K+B expert Fachmarkt Schwandorf;Am Brunnfeld 8;92421;Schwandorf;BY;Ertan Kaya (AD), Markus Lammer (AD), Robin Schürmann (RFE);;;X - unknown;Expert
1300;S104;DE MSH GERMANY;SATURN;Simeonstraße 53;54290;Trier;RP;Marcus Beykirch (AD), Markus Lammer (AD), Ronny Gornik (RFE);23.06.2023;21;A;Saturn
1302;M187;DE MSH GERMANY;MediaMarkt;Am Landabsatz 5;41836;Hückelhoven;NW;Tim Flink (AD), Markus Lammer (AD), Hakim Kouji (RFE);20.11.2023;42;B;Media Markt
1305;1155180;DE ELECTRONIC PARTNER GERMANY;MEDIMAX Lutherstadt Wittenberg;Feldstraße 2;6886;Lutherstadt Wittenberg;ST;Marco Kolibius (AD), Markus Lammer (AD), Benjamin Steffens (RFE);;;E - nicht besuchen;EP
1307;22100;DE EXPERT GERMANY;Expert;Havelser Straße 1;30823;Garbsen;NI;Peter Grosse (AD), Markus Lammer (AD), Frank Friedrich (RFE);17.01.2024;180;D;Expert
1313;99992;DE EXPERT GERMANY;expert Straubing;Oberer-Thor-Platz 3;94315;Straubing;BY;Ertan Kaya (AD), Markus Lammer (AD), Robin Schürmann (RFE);;;X - unknown;Expert
1319;S322;DE MSH GERMANY;SATURN;Ludwig-Erhard-Straße 9;84034;Landshut;BY;Ertan Kaya (AD), Markus Lammer (AD), Robin Schürmann (RFE);12.12.2023;180;D;Saturn
1330;M305;DE MSH GERMANY;MediaMarkt;Raiffeisenstraße 4;86720;Nördlingen;BY;Ertan Kaya (AD), Markus Lammer (AD), Robin Schürmann (RFE);29.06.2023;90;C;Media Markt
1332;M085;DE MSH GERMANY;MediaMarkt;Neben dem Mühlweg 4b;65474;Bischofsheim;HE;Marcus Beykirch (AD), Markus Lammer (AD), Ronny Gornik (RFE);07.09.2023;21;A;Media Markt
1338;1101426;DE EURONICS GERMANY;expert klein;Im Boorstück 12;55469;Simmern;RP;Marcus Beykirch (AD), Markus Lammer (AD), Ronny Gornik (RFE);18.09.2023;180;D;Euronics
1339;22500;DE EXPERT GERMANY;Expert;Otto-Brindl-Straße 3;94447;Plattling;BY;Ertan Kaya (AD), Markus Lammer (AD), Robin Schürmann (RFE);;;E - nicht besuchen;Expert
1343;S040;DE MSH GERMANY;SATURN;Treitschkestraße 7;12163;Berlin;BE;Markus Lammer (AD), Lennart Strauß (AD), Stephanie Wruck (AD), Benjamin Steffens (RFE);05.01.2024;42;B;Saturn
1349;M278;DE MSH GERMANY;MediaMarkt;Seekante 1;44263;Dortmund;NW;Markus Lammer (AD), Tatjana Treppesch (AD), Hakim Kouji (RFE);23.03.2023;180;D;Media Markt
1352;53200;DE EXPERT GERMANY;expert Münchberg;Stammbacher Straße 23;95213;Münchberg;BY;Marco Kolibius (AD), Markus Lammer (AD), Robin Schürmann (RFE);;;E - nicht besuchen;Expert
1366;50500;DE EXPERT GERMANY;expert Wunder;Trebicer Weg 2;4758;Oschatz;SN;Marco Kolibius (AD), Markus Lammer (AD), Benjamin Steffens (RFE);;;E - nicht besuchen;Expert
1368;74600;DE EXPERT GERMANY;expert Bielinsky Bad Honnef;Linzer Straße 140;53604;Bad Honnef;NW;Tim Flink (AD), Markus Lammer (AD), Hakim Kouji (RFE);;;E - nicht besuchen;Expert
1372;28900;DE EXPERT GERMANY;expert THEINER Pocking GmbH;Füssinger Straße 4A;94060;Pocking;BY;Ertan Kaya (AD), Markus Lammer (AD), Robin Schürmann (RFE);;;E - nicht besuchen;Expert
1377;S029;DE MSH GERMANY;SATURN;Kölner Straße 99;42651;Solingen;NW;Tim Flink (AD), Markus Lammer (AD), Hakim Kouji (RFE);16.02.2024;90;C;Saturn
1379;S328;DE MSH GERMANY;SATURN;Kirchgasse 6;65185;Wiesbaden;HE;Marcus Beykirch (AD), Markus Lammer (AD), Ronny Gornik (RFE);06.11.2023;42;B;Saturn
1382;S051;DE MSH GERMANY;Saturn;Kaiser-Wilhelm-Platz 1;45276;Essen;NW;Markus Lammer (AD), Tatjana Treppesch (AD), Hakim Kouji (RFE);15.07.2021;180;D;Saturn
1387;1100361;DE EURONICS GERMANY;media@home BISON;Voerder Straße 67-69;46535;Dinslaken;NW;Tim Flink (AD), Markus Lammer (AD), Hakim Kouji (RFE);;;E - nicht besuchen;Euronics
1388;S296;DE MSH GERMANY;SATURN;Alte Ladestraße 1-5;53773;Hennef;NW;Tim Flink (AD), Markus Lammer (AD), Hakim Kouji (RFE);27.07.2021;;D;Saturn
1390;44204;DE EXPERT GERMANY;expert HERFAG Elektrotechnik GmbH;Lohstraße 11;99706;Sondershausen;TH;Marco Kolibius (AD), Markus Lammer (AD), Paul Janzen (RFE);;;E - nicht besuchen;Expert
1394;1142630;DE ELECTRONIC PARTNER GERMANY;MEDIMAX Unterwellenborn;Kronacher Straße 11;7333;Unterwellenborn;TH;Marco Kolibius (AD), Markus Lammer (AD), Benjamin Steffens (RFE);;;E - nicht besuchen;EP
1400;22200;DE EXPERT GERMANY;expert ESC;An der Frauenkirche 12;2826;Görlitz;SN;Marco Kolibius (AD), Markus Lammer (AD), Benjamin Steffens (RFE);;;E - nicht besuchen;Expert
1406;67000;DE EXPERT GERMANY;expert Keßler GmbH;Im Ballenmoos 24/1;88339;Bad Waldsee;BW;Ertan Kaya (AD), Markus Lammer (AD), Ronny Gornik (RFE);;;E - nicht besuchen;Expert
1410;83202;DE EXPERT GERMANY;expert Döring Herford;Janup 4;32052;Herford;NW;Peter Grosse (AD), Markus Lammer (AD), Paul Janzen (RFE);;;E - nicht besuchen;Expert
1420;M214;DE MSH GERMANY;MediaMarkt;Poststraße 1;57076;Siegen;NW;Tim Flink (AD), Markus Lammer (AD), Hakim Kouji (RFE);22.01.2024;90;C;Media Markt
1425;M042;DE MSH GERMANY;MediaMarkt;Engersche Straße 96;33611;Bielefeld;NW;Peter Grosse (AD), Markus Lammer (AD), Paul Janzen (RFE);04.03.2024;21;A;Media Markt
1431;52800;DE EXPERT GERMANY;Expert;Waldweg 5;27356;Rotenburg (Wümme);NI;Markus Lammer (AD), Tatjana Treppesch (AD), Frank Friedrich (RFE);20.11.2023;180;D;Expert
1435;S055;DE MSH GERMANY;SATURN;Königsplatz 61;34117;Kassel;HE;Peter Grosse (AD), Markus Lammer (AD), Paul Janzen (RFE);01.03.2024;21;A;Saturn
1440;84600;DE EXPERT GERMANY;expert Arndt;Bahnhofstraße 19;86609;Donauwörth;BY;Ertan Kaya (AD), Markus Lammer (AD), Robin Schürmann (RFE);;;E - nicht besuchen;Expert
1444;M143;DE MSH GERMANY;MediaMarkt;Wöllsteiner Straße 10;55543;Bad Kreuznach;RP;Marcus Beykirch (AD), Markus Lammer (AD), Ronny Gornik (RFE);14.03.2023;42;B;Media Markt
1445;M229;DE MSH GERMANY;MediaMarkt;Humboldtstraße 4;37603;Holzminden;NI;Peter Grosse (AD), Markus Lammer (AD), Paul Janzen (RFE);21.02.2024;90;C;Media Markt
1452;S304;DE MSH GERMANY;SATURN;Tauentzienstraße 9;10789;Berlin;BE;Markus Lammer (AD), Lennart Strauß (AD), Stephanie Wruck (AD), Benjamin Steffens (RFE);13.12.2023;21;A;Saturn
1453;72300;DE EXPERT GERMANY;K+B expert Fachmarkt Regen;Hofbauerstraße 15;94209;Regen;BY;Ertan Kaya (AD), Markus Lammer (AD), Robin Schürmann (RFE);;;X - unknown;Expert
1456;1199500;DE ELECTRONIC PARTNER GERMANY;MEDIMAX Jena Burgau;Keßlerstraße 12;7745;Jena;TH;Marco Kolibius (AD), Markus Lammer (AD), Benjamin Steffens (RFE);;;E - nicht besuchen;EP
1462;S006;DE MSH GERMANY;SATURN;Vordere Ledergasse 30;90403;Nürnberg;BY;Ertan Kaya (AD), Markus Lammer (AD), Robin Schürmann (RFE);07.03.2024;21;A;Saturn
1464;62600;DE EXPERT GERMANY;expert Traunreut;Werner-von-Siemens-Straße 12;83301;Traunreut;BY;Ertan Kaya (AD), Markus Lammer (AD), Robin Schürmann (RFE);;;E - nicht besuchen;Expert
1467;79700;DE EXPERT GERMANY;Expert;Weserstraße 1;31303;Burgdorf;NI;Peter Grosse (AD), Markus Lammer (AD), Frank Friedrich (RFE);31.01.2024;180;D;Expert
1468;M188;DE MSH GERMANY;MediaMarkt;Krumme Straße 48;10627;Berlin;BE;Markus Lammer (AD), Lennart Strauß (AD), Stephanie Wruck (AD), Benjamin Steffens (RFE);11.09.2023;42;B;Media Markt
1469;55100;DE EXPERT GERMANY;Expert;Augsburger Straße 74;89312;Günzburg;BY;Ertan Kaya (AD), Markus Lammer (AD), Robin Schürmann (RFE);;;E - nicht besuchen;Expert
1475;83803;DE EXPERT GERMANY;expert Pötzsch;Bahnhofstraße 55;4924;Bad Liebenwerda;BB;Marco Kolibius (AD), Markus Lammer (AD), Benjamin Steffens (RFE);;;E - nicht besuchen;Expert
1479;M074;DE MSH GERMANY;MediaMarkt;Virnsberger Straße 2-4;90431;Nürnberg;BY;Ertan Kaya (AD), Markus Lammer (AD), Robin Schürmann (RFE);07.03.2024;42;B;Media Markt
1484;M101;DE MSH GERMANY;MEDIA MARKT CHEMNITZ;Thomas-Mann-Platz 1;9130;Chemnitz;SN;Marco Kolibius (AD), Markus Lammer (AD), Benjamin Steffens (RFE);28.09.2023;90;C;Media Markt
1485;37800;DE EXPERT GERMANY;Expert;Hauptstraße 145;33378;Rheda-Wiedenbrück;NW;Peter Grosse (AD), Markus Lammer (AD), Paul Janzen (RFE);;;E - nicht besuchen;Expert
1489;49600;DE EXPERT GERMANY;Expert;Stuttgarter Straße 135;71522;Backnang;BW;Ertan Kaya (AD), Markus Lammer (AD), Ronny Gornik (RFE);30.01.2024;180;D;Expert
1490;M071;DE MSH GERMANY;MediaMarkt;Landgrabenpark 1;16303;Schwedt/Oder;BB;Markus Lammer (AD), Lennart Strauß (AD), Stephanie Wruck (AD), Benjamin Steffens (RFE);21.09.2023;90;C;Media Markt
1499;S082;DE MSH GERMANY;SATURN;Centroallee 4;46047;Oberhausen;NW;Tim Flink (AD), Markus Lammer (AD), Hakim Kouji (RFE);09.02.2024;21;A;Saturn
1500;23900;DE EXPERT GERMANY;expert Dingolfing;Pappelweg 8;84130;Dingolfing;BY;Ertan Kaya (AD), Markus Lammer (AD), Robin Schürmann (RFE);30.01.2024;180;D;Expert
1501;25300;DE EXPERT GERMANY;Expert;Lohgerber Straße 15;84524;Neuötting;BY;Ertan Kaya (AD), Markus Lammer (AD), Robin Schürmann (RFE);;;E - nicht besuchen;Expert
1503;S090;DE MSH GERMANY;SATURN;Klosterstraße 3;13581;Berlin;BE;Markus Lammer (AD), Lennart Strauß (AD), Stephanie Wruck (AD), Benjamin Steffens (RFE);22.08.2023;42;B;Saturn
1505;S086;DE MSH GERMANY;SATURN;Trierer Straße 1;66111;Saarbrücken;SL;Marcus Beykirch (AD), Markus Lammer (AD), Ronny Gornik (RFE);09.05.2023;21;A;Saturn
1512;33800;DE EXPERT GERMANY;expert klein;Wilhelmstraße 23;61381;Friedrichsdorf;HE;Marcus Beykirch (AD), Markus Lammer (AD), Paul Janzen (RFE);;;E - nicht besuchen;Expert
1516;70202;DE EXPERT GERMANY;expert Borken;Heidener Straße 2;46325;Borken;NW;Markus Lammer (AD), Tatjana Treppesch (AD), Hakim Kouji (RFE);29.12.2023;180;D;Expert
1518;22701 / 41001;DE EXPERT GERMANY;expert ESC Fürstenwalde;Alte Langewahler Chaussee 11;15517;Fürstenwalde/Spree;BB;Markus Lammer (AD), Lennart Strauß (AD), Stephanie Wruck (AD), Benjamin Steffens (RFE);;;E - nicht besuchen;Expert
1521;49900;DE EXPERT GERMANY;expert Gifhorn;Eyßelheideweg 5;38518;Gifhorn;NI;Peter Grosse (AD), Markus Lammer (AD), Frank Friedrich (RFE);;;E - nicht besuchen;Expert
1523;215201;DE EURONICS GERMANY;EURONICS XXL Zeven;Zum Hochkamp 4;27404;Zeven;NI;Markus Lammer (AD), Tatjana Treppesch (AD), Frank Friedrich (RFE);;;E - nicht besuchen;Euronics
1524;M109;DE MSH GERMANY;MediaMarkt;Marktplatz 2;17033;Neubrandenburg;MV;Markus Lammer (AD), Lennart Strauß (AD), Stephanie Wruck (AD), Benjamin Steffens (RFE);13.11.2023;21;A;Media Markt
1530;63300;DE EXPERT GERMANY;expert rfe - elektro union freiberg GmbH;Am Bahnhof 4;9599;Freiberg;SN;Marco Kolibius (AD), Markus Lammer (AD), Benjamin Steffens (RFE);17.10.2023;180;D;Expert
1531;47200;DE EXPERT GERMANY;expert Hassfurt;Industriestraße 29;97437;Haßfurt;BY;Markus Lammer (AD), Robin Schürmann (RFE);;;E - nicht besuchen;Expert
1535;M250;DE MSH GERMANY;MediaMarkt;Kronacher Straße 27;95326;Kulmbach;BY;Marco Kolibius (AD), Markus Lammer (AD), Robin Schürmann (RFE);23.03.2023;90;C;Media Markt
1539;34005;DE EXPERT GERMANY;expert Westküste;Weserstraße 80-84;26919;Brake;NI;Markus Lammer (AD), Tatjana Treppesch (AD), Frank Friedrich (RFE);;;E - nicht besuchen;Expert
1540;225819;DE EURONICS GERMANY;Dirk & Thomas Wermuth GbR;Breiteweg 66;39435;Egeln;ST;Markus Lammer (AD), Lennart Strauß (AD), Stephanie Wruck (AD), Benjamin Steffens (RFE);;;E - nicht besuchen;Euronics
1542;M301;DE MSH GERMANY;MediaMarkt;Hofwiesenstraße 39;74564;Crailsheim;BW;Ertan Kaya (AD), Markus Lammer (AD), Robin Schürmann (RFE);25.01.2024;90;C;Media Markt
1547;S308;DE MSH GERMANY;SATURN;Bergedorfer Straße 106;21029;Hamburg;HH;Markus Lammer (AD), Lennart Strauß (AD), Stephanie Wruck (AD), Frank Friedrich (RFE);05.03.2024;42;B;Saturn
